id,title_original,title_romanized,title_gloss_en,title_gloss_type,author_id,author_en,author_fa,year_persian,reprint_status,reprint_number,notes_fa,notes_en,source_appendix
OPW_0669,خ‍واب‌ و پ‍س‍رک‌,Khāb va Pesarak,Sleep and the Little Boy,ai_literal_gloss,IA_0021,Mohammadreza Shams,محمدرضا شمس,1374,yes,2,,,Appendix D
OPW_0670,دیوانه و چاه,Divāneh va Chāh,The Madman and the Well,ai_literal_gloss,IA_0021,Mohammadreza Shams,محمدرضا شمس,1386,no,NA,,,Appendix D
OPW_0671,افسانه‌های زرنگ‌ها,Afsāneh-hā-ye Zerang-hā,Tales of the Clever Ones,ai_literal_gloss,IA_0021,Mohammadreza Shams,محمدرضا شمس,1391,yes,4,,,Appendix D
OPW_0672,افسانه‌های تنبل‌ها,Afsāneh-hā-ye Tanbal-hā,Tales of the Lazy Ones,ai_literal_gloss,IA_0021,Mohammadreza Shams,محمدرضا شمس,1386,yes,4,,,Appendix D
OPW_0673,افسانه‌های جن و پری,Afsāneh-hā-ye Jen va Pari,Tales of Jinns and Fairies,ai_literal_gloss,IA_0021,Mohammadreza Shams,محمدرضا شمس,1386,yes,4,,,Appendix D
OPW_0674,افسانه‌های نامادری,Afsāneh-hā-ye Nāmādari,Tales of the Stepmother,ai_literal_gloss,IA_0021,Mohammadreza Shams,محمدرضا شمس,1390,yes,2,,,Appendix D
OPW_0675,ن‍ردب‍ان‌ و م‍اه‌: (م‍ج‍م‍وع‍ه‌ داس‍ت‍ان‌),Nardebān va Māh,The Ladder and the Moon,ai_literal_gloss,IA_0021,Mohammadreza Shams,محمدرضا شمس,1380,no,NA,,,Appendix D
OPW_0676,دی‍وه‍ای‌ دم‍اغ‌ دراز: ۱۴ اف‍س‍ان‍ه‌ ژاپ‍ن‍ی‌,Divhā-ye Damāgh-Derāz: 14 Afsāneh-ye Japoni,Long-Nosed Demons: 14 Japanese Folktales,ai_literal_gloss,IA_0021,Mohammadreza Shams,محمدرضا شمس,1390,yes,13,,,Appendix D
OPW_0677,خ‍ال‍ه‌ ل‍ک‌ل‍ک‌,Khāleh Lak-Lak,Aunt Stork,ai_literal_gloss,IA_0021,Mohammadreza Shams,محمدرضا شمس,1382,no,NA,,,Appendix D
OPW_0678,آرزوه‍ای‌ رن‍گ‍ی‌,Ārezu-hā-ye Rangi,Colorful Wishes,ai_literal_gloss,IA_0021,Mohammadreza Shams,محمدرضا شمس,1383,no,NA,,,Appendix D
OPW_0679,ک‍ل‍وچ‍ه‌ خ‍ان‍م‌,Kolucheh Khānom,Lady Cookie,ai_literal_gloss,IA_0021,Mohammadreza Shams,محمدرضا شمس,1383,no,NA,,,Appendix D
OPW_0680,لان‍ه‌,Lāneh,The Nest,ai_literal_gloss,IA_0021,Mohammadreza Shams,محمدرضا شمس,1383,yes,3,,,Appendix D
OPW_0681,ح‍س‍ن‍ی‌ و دی‍و و ۱۱ [ی‍ازده‌] ق‍ص‍ه‌ دی‍گ‍ر,Hasani va Div va 11 Ghesseh-ye Digar,Hasani and the Demon and 11 Other Stories,ai_literal_gloss,IA_0021,Mohammadreza Shams,محمدرضا شمس,1375,yes,15,,,Appendix D
OPW_0682,گ‍ردوه‍ای‌ م‍وش‌ ق‍ه‍وه‌ای‌ و دوس‍ت‌ پ‍رن‍ده‌,Gerduhā-ye Mush-e Ghahveh'i va Dust-e Parandeh,The Brown Mouse's Walnuts and the Bird Friend,ai_literal_gloss,IA_0021,Mohammadreza Shams,محمدرضا شمس,1367,yes,3,,,Appendix D
OPW_0683,عروسی,Arusi,Wedding,ai_literal_gloss,IA_0021,Mohammadreza Shams,محمدرضا شمس,1393,no,NA,,,Appendix D
OPW_0684,دزدی که پروانه شد,Dozdi ke Parvāneh Shod,The Thief Who Became a Butterfly,ai_literal_gloss,IA_0021,Mohammadreza Shams,محمدرضا شمس,1389,no,NA,,,Appendix D
OPW_0685,ش‍ی‍ر آب‌ و ب‍ش‍ق‍اب‌ چ‍ی‍ن‍ی‌ گ‍ل‍دار,Shire Ab va Boshghāb-e Chini-ye Goldār,The Water Tap and the Flowered China Plate,ai_literal_gloss,IA_0021,Mohammadreza Shams,محمدرضا شمس,1382,no,NA,,,Appendix D
OPW_0686,ک‍ی‌ دائ‍م‌ چ‍ه‍چ‍ه‍ه‌ م‍ی‌زن‍د؟,Ki Dā'em Chahchaheh Mizanad?,Who Keeps Singing All the Time?,ai_literal_gloss,IA_0021,Mohammadreza Shams,محمدرضا شمس,1383,no,NA,,,Appendix D
OPW_0687,ص‍ی‍ادان‌ م‍اه‌,Sayyādān-e Māh,The Moon Hunters,ai_literal_gloss,IA_0021,Mohammadreza Shams,محمدرضا شمس,1383,no,NA,,,Appendix D
OPW_0688,دوم‍رول‌ دی‍وان‍ه‌,Domrul-e Divāneh,Mad Domrul,official_translation,IA_0021,Mohammadreza Shams,محمدرضا شمس,1383,no,NA,,,Appendix D
OPW_0689,صد افسانه,Sad Afsāneh,One Hundred Tales,ai_literal_gloss,IA_0021,Mohammadreza Shams,محمدرضا شمس,1390,yes,2,,,Appendix D
OPW_0690,گرد و قلمبه و ۸ قصه دیگر,Gerd o Gholombeh va 8 Ghesseh-ye Digar,Round and Chubby and 8 Other Stories,ai_literal_gloss,IA_0021,Mohammadreza Shams,محمدرضا شمس,1394,no,NA,,,Appendix D
OPW_0691,سیب کچل,Sib-e Kachal,The Bald Apple,ai_literal_gloss,IA_0021,Mohammadreza Shams,محمدرضا شمس,1394,yes,3,,,Appendix D
OPW_0692,سوسک دخترون و ۸ قصه دیگر,Susk Dokhtarun va 8 Ghesseh-ye Digar,Lady Beetle and 8 Other Stories,ai_literal_gloss,IA_0021,Mohammadreza Shams,محمدرضا شمس,1394,no,NA,,,Appendix D
OPW_0693,شش تا پا گنده و ۶ قصه دیگر,Shesh Tā Pā Gondeh va 6 Ghesseh-ye Digar,Six Big Feet and 6 Other Stories,ai_literal_gloss,IA_0021,Mohammadreza Shams,محمدرضا شمس,1394,no,NA,,,Appendix D
OPW_0694,پیراهن پولکی و ۷ قصه دیگر,Pirāhan-e Pulaki va 7 Ghesseh-ye Digar,The Sequined Dress and 7 Other Stories,ai_literal_gloss,IA_0021,Mohammadreza Shams,محمدرضا شمس,1394,yes,3,,,Appendix D
OPW_0695,چرتان و پرتان و ۸ قصه دیگر,Chertān va Pertān va 8 Ghesseh-ye Digar,Chertan and Pertan and 8 Other Stories,ai_literal_gloss,IA_0021,Mohammadreza Shams,محمدرضا شمس,1394,no,NA,,,Appendix D
OPW_0696,اسکلت بخشنده,Eskelet-e Bakhshandeh,The Generous Skeleton,ai_literal_gloss,IA_0021,Mohammadreza Shams,محمدرضا شمس,1394,yes,4,,,Appendix D
OPW_0697,هیولای کوه به دوش,Hayulā-ye Kuh be Dush,The Mountain-Carrying Monster,ai_literal_gloss,IA_0021,Mohammadreza Shams,محمدرضا شمس,1395,yes,2,,,Appendix D
OPW_0698,رقص جن‌ها,Raghs-e Jen-hā,Dance of the Jinns,ai_literal_gloss,IA_0021,Mohammadreza Shams,محمدرضا شمس,1395,yes,2,,,Appendix D
OPW_0699,دختر ماه پیشونی,Dokhtar-e Māh Pishuni,Moon-Forehead Girl,ai_literal_gloss,IA_0021,Mohammadreza Shams,محمدرضا شمس,1395,yes,3,,,Appendix D
OPW_0700,دماغ آدم برفی,Damāgh-e Ādam Barfi,The Snowman's Nose,ai_literal_gloss,IA_0021,Mohammadreza Shams,محمدرضا شمس,1395,no,NA,,,Appendix D
OPW_0701,نیمکت پیر,Nimkat-e Pir,The Old Bench,ai_literal_gloss,IA_0021,Mohammadreza Shams,محمدرضا شمس,1396,yes,2,,,Appendix D
OPW_0702,سبیل عمو,Sebil-e Amu,Uncle's Mustache,ai_literal_gloss,IA_0021,Mohammadreza Shams,محمدرضا شمس,1393,no,NA,,,Appendix D
OPW_0703,اتوبوس و دریا,Otobus va Daryā,The Bus and the Sea,ai_literal_gloss,IA_0021,Mohammadreza Shams,محمدرضا شمس,1392,no,NA,,,Appendix D
OPW_0704,راز و نیاز و گل پیاز,Rāz va Niyāz va Gol-e Piyāz,"Secrets, Prayers, and the Onion Flower",ai_literal_gloss,IA_0021,Mohammadreza Shams,محمدرضا شمس,1391,no,NA,,,Appendix D
OPW_0705,پیازی که گرمش بود,Piyāzi ke Garmesh Bud,The Onion That Felt Warm,ai_literal_gloss,IA_0021,Mohammadreza Shams,محمدرضا شمس,1393,no,NA,,,Appendix D
OPW_0706,سیب سبز,Sib-e Sabz,The Green Apple,ai_literal_gloss,IA_0021,Mohammadreza Shams,محمدرضا شمس,1392,no,NA,,,Appendix D
OPW_0707,پ‍ه‍ل‍وان‌ پ‍ن‍ب‍ه‌: ۱۱ اف‍س‍ان‍ه‌ ای‍ران‍ی‌,Pahlevān Panbeh: 11 Afsāneh-ye Irāni,Cotton Hero: 11 Iranian Folktales,ai_literal_gloss,IA_0021,Mohammadreza Shams,محمدرضا شمس,1377,yes,13,,,Appendix D
OPW_0708,ق‍ص‍ه‌ م‍اه‌,Ghesseh-ye Māh,The Tale of the Moon,ai_literal_gloss,IA_0021,Mohammadreza Shams,محمدرضا شمس,1377,yes,4,,,Appendix D
OPW_0709,افسانه‌های این‌ور آب,Afsāneh-hā-ye Invar-e Āb,Tales from This Side of the Water,ai_literal_gloss,IA_0021,Mohammadreza Shams,محمدرضا شمس,1394,yes,2,,,Appendix D
OPW_0710,افسانه‌های آن‌ور آب,Afsāneh-hā-ye Ānvar-e Āb,Tales from the Other Side of the Water,ai_literal_gloss,IA_0021,Mohammadreza Shams,محمدرضا شمس,1394,no,NA,,,Appendix D
OPW_0711,جورابی که دنبال پا می‌گشت,Jurābi ke Donbāl-e Pā Migasht,The Sock That Was Looking for a Foot,ai_literal_gloss,IA_0021,Mohammadreza Shams,محمدرضا شمس,1394,no,NA,,,Appendix D
OPW_0712,قصه‌های سر و ته,Ghesseh-hā-ye Sar va Tah,Upside-Down Tales,ai_literal_gloss,IA_0021,Mohammadreza Shams,محمدرضا شمس,1392,yes,2,,,Appendix D
OPW_0713,ننه گلاب,Naneh Golāb,Granny Golab,ai_literal_gloss,IA_0021,Mohammadreza Shams,محمدرضا شمس,1387,yes,2,,,Appendix D
OPW_0714,هشت پا,Hashtpā,Octopus,ai_literal_gloss,IA_0021,Mohammadreza Shams,محمدرضا شمس,1394,yes,2,,,Appendix D
OPW_0715,فاصله‌ای که پیر شد,Fāseleh-i ke Pir Shod,The Distance That Grew Old,ai_literal_gloss,IA_0021,Mohammadreza Shams,محمدرضا شمس,1393,no,NA,,,Appendix D
OPW_0716,تو مادر منی؟,To Mādar-e Mani?,Are You My Mother?,ai_literal_gloss,IA_0021,Mohammadreza Shams,محمدرضا شمس,1393,yes,3,,,Appendix D
OPW_0717,خانه‌ی دیوانه,Khāneh-ye Divāneh,The Mad House,ai_literal_gloss,IA_0021,Mohammadreza Shams,محمدرضا شمس,1397,no,NA,,,Appendix D
OPW_0718,در عروسی چه می‌خورند؟,Dar Arusi Che Mikhorand?,What Do They Eat at a Wedding?,ai_literal_gloss,IA_0021,Mohammadreza Shams,محمدرضا شمس,1393,no,NA,,,Appendix D
OPW_0719,ل بازیگوش,L-ye Bāzigush,The Mischievous Letter L,ai_literal_gloss,IA_0021,Mohammadreza Shams,محمدرضا شمس,1394,no,NA,,,Appendix D
OPW_0720,روب‍اه‌ و خ‍روس‌,Rubāh va Khorus,The Fox and the Rooster,ai_literal_gloss,IA_0021,Mohammadreza Shams,محمدرضا شمس,1392,yes,4,,,Appendix D
OPW_0721,اسکلت خون‌آشام,Eskelet-e Khunāshām,The Vampire Skeleton,ai_literal_gloss,IA_0021,Mohammadreza Shams,محمدرضا شمس,1398,yes,8,,,Appendix D
OPW_0722,چهل قصه: قصه‌های نوجوان,Chehel Ghesseh: Ghesseh-hā-ye Nojavān,Forty Tales: Stories for Young Readers,ai_literal_gloss,IA_0021,Mohammadreza Shams,محمدرضا شمس,1399,no,NA,,,Appendix D
OPW_0723,نمکی: قصه‌هایی از ادبیات شفاهی ایران,Namaki: Ghesseh-hāyi az Adabiyāt-e Shafāhi-ye Irān,Namaki: Tales from Iranian Oral Literature,ai_literal_gloss,IA_0021,Mohammadreza Shams,محمدرضا شمس,1399,no,NA,,,Appendix D
OPW_0724,ننه ماهی,Naneh Māhi,Granny Fish,ai_literal_gloss,IA_0021,Mohammadreza Shams,محمدرضا شمس,1399,no,NA,,,Appendix D
OPW_0725,خاله سوسکه,Khāleh Suskeh,Aunt Cockroach,official_translation,IA_0021,Mohammadreza Shams,محمدرضا شمس,1399,no,NA,,,Appendix D
OPW_0726,م‍داد س‍ی‍اه‌ و م‍داد ق‍رم‍ز,Medād-e Siyāh va Medād-e Ghermez,The Black Pencil and the Red Pencil,ai_literal_gloss,IA_0021,Mohammadreza Shams,محمدرضا شمس,1383,no,NA,,,Appendix D
OPW_0727,سرزمین پریان,Sarzamin-e Pariān,Fairyland,ai_literal_gloss,IA_0021,Mohammadreza Shams,محمدرضا شمس,1397,no,NA,,,Appendix D
OPW_0728,سی عروس و سی داماد,Si Arus va Si Dāmād,Thirty Brides and Thirty Grooms,ai_literal_gloss,IA_0021,Mohammadreza Shams,محمدرضا شمس,1397,no,NA,,,Appendix D
OPW_0729,الاغک مهربان,Olāghak-e Mehrabān,The Kind Little Donkey,ai_literal_gloss,IA_0021,Mohammadreza Shams,محمدرضا شمس,1398,no,NA,,,Appendix D
OPW_0730,کچل تنبل و دیو پخمه,Kachal-e Tanbal va Div-e Pakhmeh,The Lazy Bald Man and the Silly Demon,ai_literal_gloss,IA_0021,Mohammadreza Shams,محمدرضا شمس,1398,no,NA,,,Appendix D
OPW_0731,درختی که کلاغ نداشت,Derakhti ke Kalāgh Nadāsht,The Tree That Had No Crow,ai_literal_gloss,IA_0021,Mohammadreza Shams,محمدرضا شمس,1398,no,NA,,,Appendix D
OPW_0732,کچل مم سیاه,Kachal-e Mam Siyāh,Bald Mam Siyah,ai_literal_gloss,IA_0021,Mohammadreza Shams,محمدرضا شمس,1397,no,NA,,,Appendix D
OPW_0733,چشمه‌ی جادو,Cheshmeh-ye Jādu,The Magic Spring,ai_literal_gloss,IA_0021,Mohammadreza Shams,محمدرضا شمس,1397,no,NA,,,Appendix D
OPW_0734,غول بیابونی,Ghul Biābuni,The Desert Giant,ai_literal_gloss,IA_0021,Mohammadreza Shams,محمدرضا شمس,1397,no,NA,,,Appendix D
OPW_0735,دختر گل خندان,Dokhtar-e Gol-e Khandān,The Girl of the Smiling Flower,ai_literal_gloss,IA_0021,Mohammadreza Shams,محمدرضا شمس,1395,yes,3,,,Appendix D
OPW_0736,دختر نارنج و ترنج,Dokhtar-e Nārenj o Toranj,The Girl of Orange and Citron,official_translation,IA_0021,Mohammadreza Shams,محمدرضا شمس,1395,yes,3,,,Appendix D
OPW_0737,گوساله‌ی لج باز,Gusāleh-ye Lajbāz,The Stubborn Calf,ai_literal_gloss,IA_0021,Mohammadreza Shams,محمدرضا شمس,1394,no,NA,,,Appendix D
OPW_0738,خانه‌ی ارواح,Khāneh-ye Arvāh,The House of Spirits,ai_literal_gloss,IA_0021,Mohammadreza Shams,محمدرضا شمس,1397,no,NA,,,Appendix D
OPW_0739,ق‍ص‍ه‌ پ‍ل‍ی‌ ک‍ه‌ ب‍ود و دی‍گ‍ر ن‍ی‍س‍ت‌,Ghesseh-ye Poli ke Bud va Digar Nist,The Tale of the Bridge That Was and Is No More,ai_literal_gloss,IA_0021,Mohammadreza Shams,محمدرضا شمس,1380,yes,3,,,Appendix D
